user_id,event_date,event_name,channel,signup_date
u_01917,2025-09-05,case_opened,content,2025-02-06
u_00638,2025-04-27,document_uploaded,paid_social,2025-04-04
u_05406,2025-04-04,quote_generated,organic,2025-03-24
test_111,2025-04-13,client_message_sent,organic,2025-03-22
u_02889,2025-01-23,document_uploaded,content,2025-01-09
test_079,2025-04-13,quote_generated,organic,2025-02-20
u_00756,2025-08-23,client_message_sent,organic,2025-06-09
u_01539,2025-04-11,document_uploaded,organic,2025-04-08
u_04360,2025-07-22,client_message_sent,referral,2025-05-11
u_03364,2025-06-28,quote_generated,organic,2025-06-28
u_03633,2025-06-01,client_message_sent,paid_social,2025-06-01
u_00130,2025-03-19,client_message_sent,organic,2025-03-17
u_00275,2025-03-30,teammate_invited,paid_social,2025-03-24
u_03558,2025-04-19,document_uploaded,content,2025-04-12
u_01623,2025-06-21,quote_generated,organic,2025-04-16
u_02087,2025-03-08,client_message_sent,organic,2025-01-15
u_04365,2025-03-20,document_uploaded,content,2025-01-16
u_01803,2025-03-09,document_uploaded,referral,2025-02-16
u_04516,2025-04-04,quote_generated,organic,2025-03-15
u_01207,2025-05-22,case_opened,organic,2025-01-01
u_05766,2025-03-07,case_opened,organic,2025-01-03
test_072,2025-03-23,client_message_sent,organic,2025-03-18
u_01273,2025-06-24,case_opened,content,2025-06-06
u_00190,2025-02-13,client_message_sent,content,2025-02-02
u_05305,2025-02-06,case_opened,content,2025-01-18
u_04710,2025-06-07,document_uploaded,referral,2025-05-12
u_00553,2025-05-18,client_message_sent,paid_social,2025-05-01
u_01471,2025-05-13,case_opened,referral,2025-04-28
u_00309,2025-05-20,case_opened,organic,2025-06-05
u_03482,2025-04-21,quote_generated,referral,2025-02-23
u_00376,2025-07-02,quote_generated,paid_social,2025-06-10
u_04424,2025-05-30,document_uploaded,content,2025-05-08
u_05462,2025-04-22,case_opened,referral,2025-03-27
u_03389,2025-07-25,quote_generated,organic,2025-03-27
u_01163,2025-01-19,document_uploaded,organic,2025-01-19
u_04514,2025-06-17,case_opened,paid_social,2025-06-08
test_026,2025-05-29,client_message_sent,organic,2025-04-30
u_02856,2025-05-24,client_message_sent,referral,2025-02-03
u_03854,2025-07-11,quote_generated,organic,2025-05-08
u_00556,2025-05-22,case_opened,referral,2025-04-24
u_05404,2025-09-07,client_message_sent,referral,2025-02-25
test_000,2025-04-14,document_uploaded,organic,2025-04-04
u_01465,2025-08-20,case_opened,referral,2025-06-02
u_03384,2025-05-04,document_uploaded,content,2025-04-20
u_02380,2025-06-03,quote_generated,organic,2025-05-26
u_00884,2025-05-07,quote_generated,organic,2025-05-02
u_03146,2025-03-07,client_message_sent,content,2025-02-23
u_00191,2025-05-28,quote_generated,paid_social,2025-05-01
u_02055,2025-04-02,document_uploaded,content,2025-03-09
u_00845,2025-04-03,document_uploaded,organic,2025-02-06
u_05897,2025-09-26,quote_generated,organic,2025-06-26
u_00252,2025-01-14,document_uploaded,content,2025-01-09
u_05264,2025-04-15,client_message_sent,organic,2025-04-10
u_05825,2025-06-30,quote_generated,organic,2025-06-26
u_03984,2025-07-03,document_uploaded,organic,2025-01-17
u_01084,2025-06-18,quote_generated,organic,2025-03-21
u_03495,2025-03-09,quote_generated,organic,2025-02-15
test_120,2025-03-23,case_opened,organic,2025-02-23
u_04464,2025-06-20,quote_generated,content,2025-04-11
test_157,2025-05-16,document_uploaded,organic,2025-04-30
u_03736,2025-01-25,document_uploaded,content,2025-01-12
u_05553,2025-06-10,case_opened,organic,2025-04-28
u_04995,2025-04-16,quote_generated,referral,2025-03-10
u_03658,2025-06-21,document_uploaded,content,2025-01-22
u_01848,2025-02-06,client_message_sent,referral,2025-01-13
u_01424,2025-05-01,case_opened,organic,2025-04-18
u_05938,2025-08-11,client_message_sent,content,2025-05-15
u_03168,2025-03-24,case_opened,content,2025-03-03
u_01620,2025-03-13,client_message_sent,organic,2025-03-10
u_01111,2025-02-11,document_uploaded,referral,2025-02-04
u_02892,2025-06-04,case_opened,referral,2025-05-22
u_03509,2025-06-15,document_uploaded,referral,2025-05-19
u_01178,2025-08-09,quote_generated,content,2025-03-02
u_02354,2025-03-23,quote_generated,referral,2025-03-14
u_02838,2025-05-01,client_message_sent,content,2025-04-09
u_05527,2025-03-16,document_uploaded,organic,2025-02-19
u_00899,2025-04-11,case_opened,paid_social,2025-03-21
u_00651,2025-07-16,client_message_sent,content,2025-01-21
u_01042,2025-07-17,case_opened,organic,2025-02-03
u_00792,2025-02-02,document_uploaded,referral,2025-01-15
u_02057,2025-04-24,document_uploaded,paid_social,2025-04-07
u_01649,2025-02-17,client_message_sent,organic,2025-01-26
u_01101,2025-02-25,document_uploaded,organic,2025-02-19
u_02997,2025-06-11,client_message_sent,paid_social,2025-05-23
u_04760,2025-05-08,client_message_sent,organic,2025-05-02
u_00566,2025-06-10,document_uploaded,paid_social,2025-05-16
u_01876,2025-02-21,client_message_sent,organic,2025-02-08
u_04724,2025-07-08,document_uploaded,referral,2025-04-14
u_04068,2025-08-16,quote_generated,organic,2025-06-14
u_04029,2025-03-23,teammate_invited,content,2025-03-19
u_01677,2025-07-01,quote_generated,referral,2025-06-02
u_01897,2025-02-22,case_opened,organic,2025-01-25
u_02577,2025-07-04,document_uploaded,organic,2025-06-01
u_05578,2025-01-09,teammate_invited,organic,2025-01-07
u_02647,2025-04-27,document_uploaded,organic,2025-01-04
u_05637,2025-05-20,document_uploaded,content,2025-05-11
u_05578,2025-02-04,document_uploaded,organic,2025-01-07
u_05503,2025-04-26,document_uploaded,organic,2025-03-09
u_01653,2025-02-06,document_uploaded,content,2025-01-25
u_05738,2025-03-14,quote_generated,content,2025-02-27
u_05220,2025-06-24,client_message_sent,organic,2025-05-10
u_01898,2025-07-14,document_uploaded,paid_social,2025-05-04
u_05935,2025-03-01,case_opened,referral,2025-01-11
u_04743,2025-08-09,document_uploaded,organic,2025-04-08
u_00261,2025-07-01,client_message_sent,organic,2025-05-02
u_04200,2025-08-23,case_opened,referral,2025-05-22
u_04556,2025-08-20,case_opened,organic,2025-04-03
u_05760,2025-04-22,document_uploaded,paid_social,2025-04-13
u_02707,2025-02-27,client_message_sent,referral,2025-01-10
u_03992,2025-09-02,quote_generated,referral,2025-03-21
test_158,2025-06-15,case_opened,organic,2025-05-06
u_05924,2025-04-11,quote_generated,content,2025-04-06
u_00227,2025-09-11,client_message_sent,organic,2025-02-02
u_04568,2025-02-11,client_message_sent,content,2025-01-25
u_05037,2025-04-04,case_opened,organic,2025-03-10
u_05543,2025-02-04,client_message_sent,organic,2025-01-28
u_01102,2025-03-07,client_message_sent,referral,2025-02-12
u_00487,2025-05-17,document_uploaded,organic,2025-04-15
u_01630,2025-01-14,case_opened,paid_social,2025-01-12
u_05136,2025-05-23,client_message_sent,organic,2025-05-04
u_03525,2025-09-12,client_message_sent,organic,2025-06-10
u_02627,2025-04-29,client_message_sent,paid_social,2025-04-24
u_01529,2025-04-03,client_message_sent,paid_social,2025-03-28
test_088,2025-03-29,client_message_sent,organic,2025-02-16
u_00874,2025-07-03,client_message_sent,paid_social,2025-06-11
u_03045,2025-06-24,case_opened,organic,2025-02-20
u_03002,2025-04-28,quote_generated,content,2025-04-25
u_04053,2025-05-17,case_opened,organic,2025-02-15
u_02406,2025-03-09,quote_generated,organic,2025-02-11
test_095,2025-04-03,quote_generated,organic,2025-03-12
u_05497,2025-03-15,document_uploaded,content,2025-01-07
u_00983,2025-03-19,document_uploaded,organic,2025-01-21
u_05601,2025-06-07,client_message_sent,content,2025-05-16
u_05405,2025-03-28,client_message_sent,organic,2025-03-04
u_00086,2025-02-23,teammate_invited,content,2025-02-19
u_00232,2025-05-13,teammate_invited,organic,2025-05-08
u_04596,2025-03-27,client_message_sent,organic,2025-03-17
u_01629,2025-06-03,case_opened,referral,2025-05-12
u_05335,2025-05-31,document_uploaded,organic,2025-05-07
u_00838,2025-08-09,quote_generated,referral,2025-01-24
u_04253,2025-05-23,document_uploaded,organic,2025-05-09
u_04774,2025-04-07,client_message_sent,referral,2025-03-18
u_01377,2025-04-01,document_uploaded,referral,2025-03-06
u_05753,2025-06-27,client_message_sent,organic,2025-06-24
u_01799,2025-09-01,document_uploaded,organic,2025-04-11
u_05600,2025-03-25,client_message_sent,paid_social,2025-03-12
u_01393,2025-06-11,teammate_invited,organic,2025-06-07
test_096,2025-06-02,document_uploaded,organic,2025-04-28
u_05858,2025-05-04,document_uploaded,content,2025-01-28
u_05973,2025-02-19,quote_generated,organic,2025-01-04
u_03555,2025-05-25,document_uploaded,organic,2025-05-07
u_02868,2025-09-18,case_opened,organic,2025-06-22
u_04545,2025-08-09,document_uploaded,referral,2025-02-19
u_01643,2025-04-16,document_uploaded,paid_social,2025-04-02
u_04529,2025-01-25,case_opened,paid_social,2025-01-25
u_05411,2025-05-10,client_message_sent,organic,2025-04-14
u_04630,2025-01-28,case_opened,organic,2025-01-15
u_05156,2025-05-27,document_uploaded,paid_social,2025-05-01
u_05030,2025-04-10,client_message_sent,content,2025-02-22
u_02122,2025-06-30,client_message_sent,organic,2025-06-16
u_02385,2025-06-13,case_opened,organic,2025-04-10
u_00610,2025-05-19,client_message_sent,organic,2025-04-25
u_05307,2025-08-26,client_message_sent,paid_social,2025-05-22
u_00606,2025-04-27,document_uploaded,paid_social,2025-04-24
u_03480,2025-01-20,document_uploaded,paid_social,2025-01-06
u_05104,2025-02-02,document_uploaded,organic,2025-01-18
u_01763,2025-01-28,teammate_invited,organic,2025-01-27
u_02356,2025-04-29,client_message_sent,referral,2025-04-24
u_01439,2025-06-13,teammate_invited,organic,2025-06-11
u_05605,2025-05-06,case_opened,organic,2025-04-09
u_00854,2025-04-19,quote_generated,paid_social,2025-04-12
u_05498,2025-02-26,client_message_sent,paid_social,2025-01-20
test_080,2025-05-02,case_opened,organic,2025-04-24
u_05554,2025-05-04,case_opened,organic,2025-04-15
u_04863,2025-06-03,case_opened,referral,2025-05-27
u_02373,2025-04-19,client_message_sent,organic,2025-03-23
u_00074,2025-07-06,client_message_sent,paid_social,2025-04-27
u_02345,2025-09-19,case_opened,referral,2025-02-01
u_04745,2025-07-13,quote_generated,organic,2025-06-17
u_05556,2025-06-17,document_uploaded,organic,2025-04-27
u_05584,2025-06-20,teammate_invited,paid_social,2025-06-15
u_05675,2025-08-01,document_uploaded,referral,2025-01-22
u_05423,2025-09-10,document_uploaded,content,2025-02-09
u_01991,2025-06-17,client_message_sent,referral,2025-04-02
u_03835,2025-06-03,case_opened,organic,2025-05-03
u_00303,2025-06-22,client_message_sent,organic,2025-05-05
u_01444,2024-12-25,client_message_sent,paid_social,2025-01-14
u_01429,2025-06-15,case_opened,organic,2025-05-26
u_02105,2025-02-19,quote_generated,organic,2025-01-26
u_04445,2025-07-09,client_message_sent,organic,2025-06-16
u_03181,2025-03-29,case_opened,organic,2025-03-08
test_047,2025-04-28,document_uploaded,organic,2025-04-20
u_05131,2025-05-04,case_opened,content,2025-04-14
test_113,2025-03-25,client_message_sent,organic,2025-02-23
u_01059,2025-07-13,client_message_sent,organic,2025-03-15
u_01507,2025-06-27,quote_generated,paid_social,2025-06-14
u_05265,2025-08-10,client_message_sent,paid_social,2025-06-15
u_01875,2025-05-17,case_opened,referral,2025-01-17
u_03147,2025-05-09,quote_generated,content,2025-04-14
u_04238,2025-05-01,document_uploaded,content,2025-04-10
u_05598,2025-03-26,quote_generated,content,2025-03-04
u_02622,2025-05-20,document_uploaded,paid_social,2025-02-23
u_05580,2025-04-14,client_message_sent,organic,2025-01-18
u_02204,2025-04-25,client_message_sent,content,2025-04-16
u_00575,2025-03-09,case_opened,organic,2025-02-02
u_03664,2025-08-08,document_uploaded,organic,2025-06-16
u_04099,2025-05-17,case_opened,organic,2025-03-13
u_05860,2025-03-02,document_uploaded,paid_social,2025-02-15
u_01019,2025-09-01,document_uploaded,organic,2025-02-17
u_01137,2025-06-19,quote_generated,organic,2025-05-19
u_03658,2025-04-12,client_message_sent,content,2025-01-22
u_01630,2025-02-04,document_uploaded,paid_social,2025-01-12
u_01251,2025-02-09,client_message_sent,organic,2025-01-14
test_036,2025-03-19,case_opened,organic,2025-03-04
u_05933,2025-04-08,client_message_sent,organic,2025-04-06
u_05751,2025-01-19,case_opened,content,2025-01-04
u_02363,2025-06-10,client_message_sent,organic,2025-05-22
u_04741,2025-09-06,client_message_sent,referral,2025-04-03
u_00872,2025-04-04,teammate_invited,organic,2025-04-14
u_05512,2025-05-24,client_message_sent,paid_social,2025-04-19
u_04852,2025-04-01,quote_generated,paid_social,2025-03-11
test_028,2025-07-11,client_message_sent,organic,2025-05-28
u_05166,2025-06-21,quote_generated,organic,2025-05-08
u_00371,2025-05-14,document_uploaded,content,2025-04-07
u_03186,2025-01-20,quote_generated,organic,2025-01-12
u_02769,2025-06-05,document_uploaded,paid_social,2025-05-20
u_04110,2025-09-11,quote_generated,organic,2025-06-02
test_142,2025-07-09,case_opened,organic,2025-05-12
u_04671,2025-04-21,case_opened,organic,2025-04-15
u_01186,2025-04-04,client_message_sent,content,2025-02-02
u_03577,2025-06-23,client_message_sent,organic,2025-02-21
u_05489,2025-05-12,case_opened,paid_social,2025-04-25
test_039,2025-03-30,quote_generated,organic,2025-03-01
u_01860,2025-08-25,case_opened,organic,2025-05-26
u_01867,2025-07-02,quote_generated,referral,2025-06-20
u_03851,2025-03-14,client_message_sent,content,2025-02-27
u_03801,2025-07-21,case_opened,organic,2025-06-27
u_01943,2025-06-05,case_opened,organic,2025-05-18
u_01242,2025-03-22,case_opened,organic,2025-02-15
test_142,2025-06-28,client_message_sent,organic,2025-05-12
u_02394,2025-05-27,quote_generated,organic,2025-04-09
u_02264,2025-08-09,document_uploaded,content,2025-06-27
u_02969,2025-05-16,client_message_sent,content,2025-05-09
u_03823,2025-06-23,client_message_sent,paid_social,2025-03-04
u_04832,2025-04-19,teammate_invited,paid_social,2025-04-14
u_02520,2025-03-27,case_opened,organic,2025-03-08
u_02150,2025-06-22,case_opened,organic,2025-06-19
u_05655,2025-01-30,quote_generated,paid_social,2025-01-18
u_05677,2025-03-11,client_message_sent,content,2025-03-08
u_03939,2025-07-11,client_message_sent,organic,2025-06-27
u_03904,2025-02-17,quote_generated,paid_social,2025-01-10
u_00321,2025-06-16,client_message_sent,referral,2025-03-16
u_03378,2025-06-22,quote_generated,organic,2025-04-04
u_04824,2025-02-11,case_opened,referral,2025-01-27
u_00416,2025-05-10,quote_generated,organic,2025-02-25
u_02346,2025-04-16,quote_generated,referral,2025-03-19
u_01503,2025-05-28,quote_generated,organic,2025-05-14
u_01058,2025-06-11,client_message_sent,paid_social,2025-05-06
u_01723,2025-04-18,quote_generated,paid_social,2025-03-20
u_04126,2025-06-16,document_uploaded,content,2025-01-17
u_02332,2025-01-31,quote_generated,organic,2025-01-23
u_03272,2025-07-20,client_message_sent,referral,2025-05-07
u_05959,2025-04-07,client_message_sent,organic,2025-02-08
u_03062,2025-07-14,quote_generated,paid_social,2025-06-21
u_00021,2025-04-21,teammate_invited,paid_social,2025-04-20
u_03839,2025-01-26,quote_generated,organic,2025-01-22
u_03961,2025-05-28,quote_generated,paid_social,2025-05-22
u_05178,2025-07-17,case_opened,referral,2025-01-19
u_02604,2025-06-20,quote_generated,organic,2025-01-08
u_00203,2025-04-27,client_message_sent,referral,2025-04-14
u_01122,2025-07-06,document_uploaded,organic,2025-06-26
u_02167,2025-10-12,case_opened,organic,2025-04-27
u_01378,2025-03-22,document_uploaded,content,2025-03-07
u_05675,2025-02-12,document_uploaded,referral,2025-01-22
u_01608,2025-04-23,client_message_sent,organic,2025-03-03
u_04008,2025-07-26,document_uploaded,organic,2025-04-08
u_01125,2025-02-12,teammate_invited,organic,2025-02-08
test_013,2025-04-25,document_uploaded,organic,2025-03-12
u_01589,2025-07-23,client_message_sent,content,2025-06-26
u_03971,2025-03-20,quote_generated,paid_social,2025-01-07
u_00803,2025-08-22,client_message_sent,content,2025-05-02
u_05272,2025-03-16,teammate_invited,organic,2025-03-16
u_04929,2025-01-20,client_message_sent,paid_social,2025-01-18
u_03298,2025-05-25,document_uploaded,paid_social,2025-05-21
u_05299,2025-03-23,quote_generated,content,2025-02-28
u_00986,2025-03-02,client_message_sent,organic,2025-02-08
u_04762,2025-04-24,client_message_sent,paid_social,2025-04-20
u_03064,2025-06-04,quote_generated,paid_social,2025-03-18
u_01345,2025-04-30,quote_generated,content,2025-04-19
u_03855,2025-06-23,document_uploaded,paid_social,2025-02-21
u_05188,2025-07-20,quote_generated,referral,2025-04-18
u_04298,2025-06-16,document_uploaded,referral,2025-01-21
u_04551,2025-02-23,client_message_sent,paid_social,2025-02-04
u_01197,2025-03-16,quote_generated,referral,2025-02-16
u_01859,2025-09-21,case_opened,referral,2025-03-26
u_04539,2025-04-25,case_opened,paid_social,2025-04-14
u_03073,2025-09-12,document_uploaded,organic,2025-04-12
u_03285,2025-07-14,quote_generated,organic,2025-06-21
u_03420,2025-09-05,document_uploaded,referral,2025-01-03
test_104,2025-03-07,client_message_sent,organic,2025-03-05
u_04630,2025-03-15,document_uploaded,organic,2025-01-15
u_00976,2025-05-12,quote_generated,organic,2025-03-17
u_00777,2025-02-01,document_uploaded,organic,2025-01-09
u_03950,2025-07-03,client_message_sent,content,2025-06-21
u_05264,2025-08-02,client_message_sent,organic,2025-04-10
u_01152,2025-02-27,client_message_sent,content,2025-01-20
u_01639,2025-03-23,quote_generated,paid_social,2025-04-05
u_04853,2025-07-10,document_uploaded,content,2025-06-06
u_01307,2025-07-13,document_uploaded,organic,2025-01-11
u_01965,2025-06-12,document_uploaded,organic,2025-04-15
u_00196,2025-03-17,document_uploaded,content,2025-02-02
test_044,2025-04-19,case_opened,organic,2025-03-13
u_05208,2025-07-02,case_opened,organic,2025-02-13
u_05982,2025-03-14,document_uploaded,organic,2025-03-06
u_00345,2025-07-16,quote_generated,organic,2025-06-22
u_04490,2025-03-27,client_message_sent,organic,2025-01-09
u_05404,2025-05-19,client_message_sent,referral,2025-02-25
u_02710,2025-05-20,quote_generated,organic,2025-04-26
u_03035,2025-05-26,document_uploaded,content,2025-05-23
u_04719,2025-02-21,client_message_sent,referral,2025-01-05
u_01882,2025-09-03,client_message_sent,referral,2025-05-21
u_03325,2025-04-09,document_uploaded,organic,2025-01-10
u_01571,2025-03-13,case_opened,paid_social,2025-02-24
u_03820,2025-03-10,case_opened,paid_social,2025-03-05
u_01045,2025-03-04,case_opened,organic,2025-01-16
u_02214,2025-07-18,quote_generated,organic,2025-06-21
u_04193,2025-05-10,case_opened,organic,2025-01-12
u_05457,2025-06-16,document_uploaded,referral,2025-01-26
u_00833,2025-07-09,quote_generated,paid_social,2025-06-14
u_01013,2025-04-06,client_message_sent,referral,2025-03-19
u_03453,2025-03-05,quote_generated,organic,2025-02-17
test_004,2025-05-18,quote_generated,organic,2025-04-23
u_00175,2025-02-01,quote_generated,referral,2025-01-15
u_01840,2025-06-08,quote_generated,referral,2025-02-10
u_04254,2025-07-03,document_uploaded,referral,2025-05-14
u_02289,2025-06-09,document_uploaded,organic,2025-02-19
test_000,2025-05-22,case_opened,organic,2025-04-04
u_01506,2025-03-02,client_message_sent,paid_social,2025-02-26
u_00182,2025-02-26,document_uploaded,paid_social,2025-02-25
u_02958,2025-03-10,client_message_sent,organic,2025-03-08
u_01644,2025-07-02,quote_generated,paid_social,2025-06-28
u_05222,2025-05-14,client_message_sent,referral,2025-04-23
test_151,2025-03-24,case_opened,organic,2025-02-21
u_04806,2025-05-22,quote_generated,organic,2025-04-15
u_00885,2025-01-31,case_opened,paid_social,2025-01-18
u_00275,2025-04-01,case_opened,paid_social,2025-03-24
u_01869,2025-05-24,document_uploaded,referral,2025-04-21
u_01414,2025-02-12,quote_generated,organic,2025-01-28
u_04610,2025-03-29,client_message_sent,organic,2025-03-05
u_00914,2025-02-04,document_uploaded,organic,2025-01-18
u_02571,2025-04-20,teammate_invited,referral,2025-04-20
u_05078,2025-06-11,case_opened,content,2025-05-21
u_03233,2025-04-07,document_uploaded,paid_social,2025-03-20
u_00696,2025-05-18,case_opened,paid_social,2025-05-11
u_03806,2025-03-07,case_opened,organic,2025-02-28
u_01334,2025-05-04,teammate_invited,content,2025-05-03
u_02699,2025-07-04,quote_generated,organic,2025-06-20
u_00569,2025-03-01,quote_generated,organic,2025-01-25
u_05194,2025-05-02,quote_generated,content,2025-04-21
u_00777,2025-02-01,document_uploaded,organic,2025-01-09
u_03832,2025-06-09,case_opened,referral,2025-05-22
u_02146,2025-04-16,document_uploaded,paid_social,2025-03-12
u_05824,2025-06-14,client_message_sent,paid_social,2025-06-08
u_03180,2025-03-18,quote_generated,referral,2025-02-26
test_132,2025-05-20,case_opened,organic,2025-05-05
u_04663,2025-03-27,client_message_sent,organic,2025-03-01
u_03907,2025-05-15,case_opened,content,2025-02-11
u_01139,2025-05-17,teammate_invited,paid_social,2025-05-13
u_01068,2025-08-03,client_message_sent,referral,2025-03-09
u_02409,2025-06-17,client_message_sent,organic,2025-06-05
u_03334,2025-05-07,client_message_sent,content,2025-04-18
u_02922,2025-05-14,quote_generated,organic,2025-04-27
test_071,2025-03-11,case_opened,organic,2025-03-04
u_00512,2025-05-03,client_message_sent,paid_social,2025-05-03
u_02649,2025-04-07,document_uploaded,organic,2025-03-26
u_05468,2025-05-10,client_message_sent,organic,2025-04-27
u_04594,2025-02-09,quote_generated,paid_social,2025-02-01
u_02618,2025-07-06,document_uploaded,content,2025-05-02
u_03503,2025-06-22,case_opened,organic,2025-06-02
u_02209,2025-03-06,quote_generated,organic,2025-03-01
u_02258,2025-06-23,quote_generated,paid_social,2025-04-16
u_00030,2025-02-17,case_opened,organic,2025-01-27
u_04961,2025-09-01,client_message_sent,organic,2025-05-20
test_016,2025-02-27,document_uploaded,organic,2025-02-08
test_002,2025-03-04,document_uploaded,organic,2025-02-21
u_01234,2025-02-02,quote_generated,organic,2025-01-20
u_00105,2025-07-08,case_opened,paid_social,2025-06-25
u_04465,2025-03-23,client_message_sent,paid_social,2025-03-08
u_01248,2025-04-25,case_opened,organic,2025-02-28
u_01222,2025-05-02,teammate_invited,organic,2025-04-27
u_01966,2025-03-31,client_message_sent,organic,2025-03-06
u_04095,2025-02-15,teammate_invited,organic,2025-02-12
u_04755,2025-04-09,quote_generated,organic,2025-03-27
u_00158,2025-01-03,case_opened,paid_social,2025-01-01
u_05332,2025-06-08,document_uploaded,referral,2025-03-13
u_02002,2025-02-09,case_opened,organic,2025-02-07
u_03834,2025-05-15,quote_generated,organic,2025-05-15
u_04668,2025-03-11,teammate_invited,organic,2025-03-10
u_04418,2025-02-26,client_message_sent,content,2025-02-09
u_01941,2025-06-09,quote_generated,organic,2025-06-06
u_03201,2025-07-22,client_message_sent,organic,2025-06-19
u_02617,2025-03-14,case_opened,content,2025-03-03
u_00690,2025-07-14,client_message_sent,paid_social,2025-05-17
u_04859,2025-04-03,client_message_sent,organic,2025-01-25
u_05523,2025-03-04,client_message_sent,referral,2025-02-28
u_00300,2025-04-10,quote_generated,paid_social,2025-04-05
u_02514,2025-05-17,client_message_sent,organic,2025-02-16
u_04176,2025-09-20,case_opened,organic,2025-05-03
u_05818,2025-07-19,client_message_sent,referral,2025-06-24
u_04828,2025-07-03,case_opened,paid_social,2025-05-04
u_02002,2025-10-29,case_opened,organic,2025-02-07
u_04181,2025-05-16,case_opened,referral,2025-02-08
u_04540,2025-05-28,quote_generated,paid_social,2025-05-14
u_02844,2025-07-05,client_message_sent,organic,2025-06-09
u_04859,2025-01-25,quote_generated,organic,2025-01-25
u_05723,2025-05-24,quote_generated,paid_social,2025-01-11
u_05470,2025-06-15,case_opened,referral,2025-02-02
u_04957,2025-04-18,document_uploaded,referral,2025-04-06
u_02771,2025-09-23,client_message_sent,organic,2025-02-02
u_03973,2025-06-05,case_opened,organic,2025-05-19
u_04792,2025-07-09,client_message_sent,organic,2025-06-13
u_05826,2025-04-26,quote_generated,referral,2025-03-14
u_02988,2025-09-14,case_opened,organic,2025-06-18
u_04559,2025-01-11,quote_generated,organic,2025-01-03
u_03443,2025-04-18,case_opened,content,2025-04-08
u_00374,2025-04-12,document_uploaded,paid_social,2025-03-10
u_02512,2025-05-04,document_uploaded,content,2025-04-06
u_02008,2025-09-20,case_opened,referral,2025-06-12
u_01086,2025-06-25,document_uploaded,paid_social,2025-06-14
u_01640,2025-02-27,client_message_sent,paid_social,2025-02-18
u_00087,2025-08-18,quote_generated,referral,2025-06-28
u_00635,2025-09-25,document_uploaded,content,2025-04-18
test_058,2025-06-20,quote_generated,organic,2025-04-28
u_03386,2025-08-07,client_message_sent,referral,2025-06-24
u_03178,2025-02-02,case_opened,paid_social,2025-02-01
u_04298,2025-07-07,case_opened,referral,2025-01-21
u_05111,2025-03-19,document_uploaded,paid_social,2025-02-25
u_02707,2025-07-17,quote_generated,referral,2025-01-10
u_00769,2025-05-24,client_message_sent,paid_social,2025-05-02
test_163,2025-10-26,quote_generated,organic,2025-02-14
u_04889,2025-05-20,client_message_sent,organic,2025-02-25
u_01408,2025-08-03,case_opened,content,2025-06-26
u_01886,2025-03-16,teammate_invited,organic,2025-03-11
u_02030,2025-08-20,quote_generated,content,2025-05-23
u_00517,2025-07-22,document_uploaded,referral,2025-04-12
u_02738,2025-01-07,document_uploaded,content,2025-01-07
u_03320,2025-01-24,document_uploaded,organic,2025-01-17
u_04715,2025-09-24,case_opened,organic,2025-06-02
u_01019,2025-06-16,case_opened,organic,2025-02-17
u_02954,2025-06-05,case_opened,content,2025-05-18
u_00461,2025-06-14,teammate_invited,referral,2025-06-10
u_03973,2025-06-18,client_message_sent,organic,2025-05-19
u_04665,2025-05-12,client_message_sent,content,2025-04-20
u_02410,2025-05-18,document_uploaded,referral,2025-01-21
u_00611,2025-04-10,teammate_invited,referral,2025-04-06
u_01431,2025-05-20,case_opened,organic,2025-04-23
u_05960,2025-05-23,client_message_sent,paid_social,2025-05-02
u_00184,2025-06-03,quote_generated,referral,2025-05-12
u_04182,2025-03-19,document_uploaded,organic,2025-03-03
u_02638,2025-08-19,case_opened,organic,2025-06-12
u_01554,2025-02-21,quote_generated,referral,2025-01-02
u_05171,2025-08-06,quote_generated,organic,2025-04-21
u_04450,2025-03-07,case_opened,content,2025-02-11
u_01360,2025-01-23,document_uploaded,organic,2025-01-18
u_04696,2025-03-09,case_opened,paid_social,2025-02-26
u_04521,2025-08-16,quote_generated,referral,2025-02-15
u_05126,2025-09-09,client_message_sent,referral,2025-02-06
u_02008,2025-06-24,case_opened,referral,2025-06-12
u_02104,2025-04-17,quote_generated,paid_social,2025-03-22
u_04273,2025-07-06,client_message_sent,content,2025-02-03
u_01835,2025-01-14,quote_generated,organic,2025-01-10
u_02246,2025-03-20,document_uploaded,organic,2025-02-06
u_00562,2025-03-13,case_opened,referral,2025-02-16
u_01204,2025-02-13,case_opened,content,2025-01-21
u_05060,2025-03-11,document_uploaded,organic,2025-01-13
u_03644,2025-04-06,quote_generated,referral,2025-02-22
u_05777,2025-01-08,teammate_invited,paid_social,2025-01-03
u_01794,2025-09-26,document_uploaded,content,2025-01-21
u_02915,2025-06-05,client_message_sent,referral,2025-05-25
u_05069,2025-05-26,quote_generated,referral,2025-05-06
u_00690,2025-09-22,client_message_sent,paid_social,2025-05-17
u_00886,2025-04-10,client_message_sent,organic,2025-02-10
u_04397,2025-03-03,client_message_sent,organic,2025-02-19
u_01285,2025-03-02,quote_generated,content,2025-02-09
u_00218,2025-04-11,quote_generated,organic,2025-04-03
u_00892,2025-02-14,client_message_sent,referral,2025-01-15
u_04205,2025-08-09,client_message_sent,organic,2025-06-21
u_03923,2025-06-30,document_uploaded,paid_social,2025-06-19
u_03931,2025-02-11,case_opened,content,2025-01-28
u_00301,2025-07-06,case_opened,organic,2025-06-19
